title,content,response
Khuyến mãi đang từ ngày 24/01/2024 - 29/02/2024 trên ứng dụng VNPT Money,"Khuyễn mại đang từ ngày 24/01/2024 - 29/02/2024 như sau: Đón Tết Giáp Thìn, hóa thân Rồng Du Ký, săn tiền tỷ cùng VNPT Money Vui vẻ, trẻ trung, cách chơi đơn giản và kho quà chất lượng lên tới 1, 4 tỷ đồng, 'Tết Rồng Du Ký - Săn Tiền Tỷ cùng VNPT Money' - chương trình trò chơi Tết của ứng dụng tài chính số VNPT Money đã thu hút đông đảo người dùng Việt chơi và chia sẻ trong dịp Tết Nguyên đán Giáp Thìn gần kề. Từ một thông điệp lắng đọng, ý nghĩa… Trong tâm thức người Việt, Tết Nguyên đán không chỉ là dịp lễ quan trọng nhất trong năm mà đó còn là thời điểm tuyệt vời để mỗi người, mỗi nhà cùng hướng về nguồn cội và giữ gìn những nét đẹp văn hóa truyền thống. VNPT Money mới đây vừa ra mắt chương trình đặc biệt “Tết Rồng Du Ký - Săn Tiền Tỷ cùng VNPT Money”, mang thêm những niềm vui và những lời chúc tốt đẹp đến khách hàng. Lấy cảm hứng từ sự háo hức dành cho những khởi đầu mới mẻ, “Tết Rồng Du Ký - Săn Tiền Tỷ cùng VNPT Money” khắc họa một hành trình diệu kỳ của chú Rồng Du Ký từ khi còn là quả trứng. Dưới bàn tay chăm sóc, nâng niu qua mỗi lượt chơi, Trứng Rồng sẽ hoàn thiện mỗi ngày, để rồi “nâng cấp” và “lột xác” thành một chú Rồng Du Ký vừa uy mãnh, vừa đáng yêu, đầy háo hức tò mò và sẵn sàng ngao du khám phá với 5 đảo kỳ thú của chương trình.  Thông điệp “New Year New Me - Một Tôi Mới Ting” đón chào năm mới Giáp Thìn được VNPT Money truyền tải tới người chơi thông qua việc game hóa các thao tác thanh toán quen thuộc, với ý tưởng thiết kế độc đáo, đồ họa ấn tượng, nổi bật nhưng vẫn gần gũi, thân thiện với người Việt. Tuy ra mắt chưa lâu nhưng trò chơi kết hợp hài hòa giữa nét văn hóa truyền thống và ứng dụng công nghệ hiện đại của VNPT Money đã thu hút được các khách hàng, đặc biệt là những người dùng trẻ. Nhiều người dùng chia sẻ, việc game hóa như vậy khiến cho thao tác thanh toán, chi tiêu và giải trí trên ứng dụng đã trở nên thú vị hơn rất nhiều. … Đến một game Tết tươi vui, dễ chơi, dễ trúng và đầy tính kết nối  Để chơi “Tết Rồng Du Ký - Săn Tiền Tỷ cùng VNPT Money”, khách hàng chỉ cần đăng nhập tài khoản trên ứng dụng VNPT Money và truy cập vào mục “Tết 2024” tại trang chủ, sau đó nhận được một quả Trứng Rồng và bắt đầu hành trình thú vị.  Qua mỗi lượt chơi, “bé trứng” sẽ được chăm sóc, dần nâng cấp và hóa thành Rồng Du Ký để thám hiểm 5 đảo rồng với nhiều trò chơi “lạ mà quen”. Với thiết kế đồ họa sinh động, sắc nét, VNPT Money đã mang đến trải nghiệm game mượt mà, lôi cuốn, hấp dẫn người chơi. Kho quà của chương trình lên tới 1, 4 tỷ đồng gồm nhiều giải giá trị như iPhone 15 Promax, tài khoản 60 triệu đồng tiền mặt. Đặc biệt, người chơi còn có cơ hội nhận lì xì tài lộc từ VNPT Money với các mệnh giá may mắn 666 đồng - 6.868 đồng - 28.000 đồng - 68.000 đồng - 268.000 đồng hay lì xì tới 5 triệu đồng.  Với thao tác đơn giản, dễ chơi, dễ trúng, “Tết Rồng Du Ký - Săn Tiền Tỷ cùng VNPT Money” ngay từ khi ra mắt đã nhận được sự quan tâm của khách hàng ở nhiều lứa tuổi. Nhiều bạn trẻ còn tự lập ra các cộng đồng, các nhóm chơi game để trao đổi các mảnh ghép, rủ nhau “chéo” (chuyển tiền cho nhau) hoặc làm các nhiệm vụ khác để cùng có thêm lượt chơi mỗi ngày. Bạn Hương Nguyễn, một người dùng VNPT Money chia sẻ:“Mình rất thích vì game VNPT Money cho mình tự chọn 5 loại Trứng Rồng tương ứng với 5 mệnh. Mình mệnh thủy nên chọn Trứng Rồng mệnh thủy luôn. Màu xanh nước biển rất đẹp, đúng màu mình yêu thích nên cưng quả Trứng Rồng này lắm, ngày nào cũng phải vào chơi cho đỡ nhớ. Mình trúng kha khá lì xì rồi, trúng 1 cái lớn nhất 268 ngàn. Hi vọng sẽ may mắn trúng 1 chiếc iPhone để diện Tết này. Ngày nào đến công ty mình và đồng nghiệp cũng rủ nhau ‘chéo’ để kiếm lượt chơi”. Tết Nguyên đán Giáp Thìn đang đến rất gần, các “game thủ” hãy nhanh tay chơi “Tết Rồng Du Ký - Săn Tiền Tỷ cùng VNPT Money” để đón năm mới rủng rỉnh với các phần quà hấp dẫn từ VNPT Money. Chắc hẳn đây sẽ là một cách thú vị để bắt đầu cho “Một tôi mới ting” trong năm 2024, cùng rất nhiều kỷ niệm đẹp bên bạn bè, người thân trong dịp Tết này. Chương trình sẽ diễn ra từ 04/01đến 29/2/2024 ngay trên ứng dụng VNPT Money. Chi tiết thể lệ chương trình: https://km.vnptmoney.vn/Tet2024. Fanpage: https://www.facebook.com/VNPTMoney. Tải VNPT Money: Tại App store, CH Play hoặc https://km.vnptmoney.vn/taiapp.  Hotline (miễn phí): 18001091 (nhánh 3). VIETJET MANG HƯƠNG SẮC TẾT VỀ NHÀ(25/01/2024 - 24/02/2024). Tết này, làm sao để mang đào vào Nam mang mai ra Bắc đây? Cứ để Vietjet đưa hương sắc Tết dễ thương này về nhà cùng bạn nhé. Đừng quên những điều dưới đây nha: Dịch vụ “đưa đón” mai, đào về nhà bắt đầu mở bán từ 25/1/2024 trên website, ứng dụng Vietjet, hệ thống phòng vé, đại lý của hãng. Các chuyến bay sẽ khởi hành trong khoảng thời gian 25/1 - 24/2/2024. Mỗi khách được vận chuyển 1 bó với giá 450.000 VND/bó. Kích thước đóng gói tối đa là 150cm x 40 cm x 40cm. Giờ thì cùng “Đón mai về nhà, đưa đào về ra mắt”. 1.    Thời gian triển khai: 26/1/2024 – 29/2/2024 2.    Phạm vi: Toàn quốc. 3.    Đối tượng: Khách hàng có tài khoản VNPT Money (có tài khoản ví VNPT Money định danh và liên kết ngân hàng hoặc có tài khoản Mobile Money định danh thông tin theo quy định). -    Khách hàng mới: là Khách hàng đăng ký mới lần đầu tài khoản VNPT Money trong thời gian triển khai chương trình và hoàn thành định danh trong vòng 48h kể từ khi đăng ký tài khoản. -    Khách hàng cũ: là Khách hàng đã đăng ký tài khoản VNPT Money trước thời gian triển khai chương trình và đăng nhập ứng dụng VNPT Money trong vòng 90 ngày trước chương trình. 4.    Hình thức khuyến mại: Mỗi khách hàng được nhận 01 gói voucher gồm các voucher như sau: -    Khách hàng mới: + 01 voucher 200.000đ dùng để hỗ trợ thanh toán Vé máy bay VNPT (Vietjet, Bamboo) có giá trị hoá đơn tối thiểu 3.000.000đ (không áp dụng giao dịch đổi chuyến, đổi tên...). + 01 voucher 40.000đ dùng để hỗ trợ thanh toán Vé xe rẻ có giá trị hoá đơn tối thiểu 300.000đ. + 01 voucher 30.000đ dùng để hỗ trợ thanh toán Vé tàu có giá trị hoá đơn tối thiểu 500.000đ. + 01 voucher 30.000đ dùng để hỗ trợ thanh toán Nạp tiền tài khoản VETC, nạp tiền tài khoản ePass có giá trị nạp (số tiền gốc, không bao gồm phí) tối thiểu 500.000đ. + 01 voucher 30.000đ dùng để hỗ trợ thanh toán mua Vé vui chơi có giá trị hoá đơn tối thiểu 100.000đ. -    Khách hàng cũ: + 01 voucher 200.000đ dùng để hỗ trợ thanh toán Vé máy bay VNPT (Vietjet, Bamboo) có giá trị hoá đơn tối thiểu 3.000.000đ (không áp dụng giao dịch đổi chuyến, đổi tên...). + 01 voucher 30.000đ dùng để hỗ trợ thanh toán Vé xe rẻ có giá trị hoá đơn tối thiểu 300.000đ. + 01 voucher 20.000đ dùng để hỗ trợ thanh toán Vé tàu có giá trị hoá đơn tối thiểu 500.000đ. + 01 voucher 15.000đ dùng để hỗ trợ thanh toán Nạp tiền tài khoản VETC, nạp tiền tài khoản ePass có giá trị nạp (số tiền gốc, không bao gồm phí) tối thiểu 500.000đ. + 01 voucher 20.000đ dùng để hỗ trợ thanh toán mua Vé vui chơi có giá trị hoá đơn tối thiểu 100.000đ. Lưu ý: a)    Tất cả voucher khuyến mại áp dụng cho các giao dịch thanh toán bằng nguồn tiền Ví VNPT Money hoặc Mobile Money hoặc Tài khoản liên kết (không bao gồm thanh toán tự động). b)    Mỗi khách hàng (01 số điện thoại và 01 giấy tờ CMND/CCCD/HC) được nhận 01 gói voucher của chương trình này. 5.    Quy định của voucher: -    Hạn sử dụng voucher: Mỗi voucher có hạn sử dụng N+15 ngày (N: ngày tặng voucher). Hết hạn, hệ thống sẽ thu hồi các thẻ voucher chưa được sử dụng. -    Thời gian tặng voucher: + Khách hàng mới: Trong vòng 72h sau khi khách hàng đáp ứng điều kiện của chương trình. + Khách hàng cũ: Trong thời gian triển khai chương trình. -    Tại thời điểm sử dụng voucher, đảm bảo số dư tài khoản VNPT Money > 0đ và đủ thanh toán phần giá trị còn thiếu, đồng thời duy trì liên kết ngân hàng (nếu thanh toán bằng nguồn tiền Ví VNPT Money). -    Voucher không được chuyển nhượng/tặng/quy đổi thành tiền mặt. -    Một thẻ voucher chỉ áp dụng cho 01 giao dịch thanh toán và ngược lại. -    Khi sử dụng thẻ voucher để thanh toán: Trường hợp hóa đơn thanh toán có giá trị nhỏ hơn giá trị thẻ voucher, hệ thống sẽ không hoàn lại số tiền còn thừa. Trường hợp hóa đơn thanh toán có giá trị lớn hơn giá trị thẻ voucher, khách hàng cần đảm bảo số dư trong tài khoản để thanh toán số tiền còn thiếu.  6. Quy định chung của chương trình: -     Trường hợp số lượng ưu đãi hết trước thời gian kết thúc chương trình, VNPT Money sẽ thông báo trên website https://vnptmoney.vn/web , các voucher đã phát hành nhưng chưa sử dụng sẽ bị khoá/thu hồi không sử dụng được nữa và VNPT Money không hoàn tiền cho các voucher đã phát hành này. -    Mỗi khách hàng (01 số điện thoại, 01 CMND/CCCD/HC) được nhận 01 gói voucher của chương trình. -    Các giao dịch đã sử dụng voucher thành công, nếu khách hàng muốn hoàn/huỷ giao dịch thì VNPT Money không hoàn lại voucher đã sử dụng dưới mọi hình thức, số tiền khuyến mại của giao dịch hoàn/huỷ đó sẽ được hoàn về tài khoản khuyến mại của VNPT Money. VNPT Money sẽ tiếp nhận yêu cầu đến hết ngày 15/3/2024, sau thời gian trên VNPT Money không tiếp nhận và hỗ trợ các giao dịch hoàn huỷ. -    Chính sách hoàn/huỷ/đổi chỗ/đổi thời gian của Vé máy bay, vé tàu, vé xe, phòng khách sạn theo quy định của từng đối tác. -    Trường hợp khách hàng đã nhận được thẻ voucher nhưng trong quá trình sử dụng gặp sự cố hoặc chưa nhận được do lỗi của VNPT Money, thì sẽ được hoàn bù thẻ voucher đúng giá trị của thẻ bị lỗi hoặc chưa nhận và có hạn sử dụng N+15 ngày (N: ngày tặng voucher). -    Thời gian để tiếp nhận khiếu nại liên quan đến chương trình là 02 ngày làm việc kể từ khi kết thúc hạn sử dụng của voucher cuối cùng. Thời gian xử lý khiếu nại trong vòng 72h kể từ khi tiếp nhận thông tin khiếu nại. Sau thời hạn này, VNPT Money không tiếp nhận các khiếu nại. -VNPT Money có quyền bảo lưu việc trả thưởng để xem xét đối với các trường hợp được cho là có dấu hiệu gian lận hay lạm dụng. -Trong các trường hợp khiếu nại, tranh chấp mọi quyết định thuộc về VNPT Money. 7. Tổng đài CSKH: 18001091 (nhánh 3).","Khuyến mại đang diễn ra trên ứng dụng VNPT Money từ ngày 24/01/2024 đến ngày 29/02/2024 trong dịp Tết Giáp Thìn với tên gọi “Tết Rồng Du Ký - Săn Tiền Tỷ cùng VNPT Money”. Chương trình khuyến mại bao gồm nhiều phần thưởng hấp dẫn với tổng trị giá lên tới 1,4 tỷ đồng bao gồm iPhone 15 Promax và tài khoản tiền mặt giá trị cao cho các khách hàng may mắn trên ứng dụng VNPT Money. Với các thao tác đơn giản, dễ chơi dễ trúng cùng hình thức game hóa các thao tác thanh toán quen thuộc với ý tưởng thiết kế độc đáo, đồ họa ấn tượng, chương trình khuyến mại này hứa hẹn sẽ mang lại những trải nghiệm game mượt mà, lôi cuốn cho người chơi trong dịp Tết Nguyên Đán Giáp Thìn đang đến rất gần. Để tham gia khuyến mại “Tết Rồng Du Ký - Săn Tiền Tỷ cùng VNPT Money”, khách hàng chỉ cần đăng nhập tài khoản trên ứng dụng VNPT Money và truy cập vào mục “Tết 2024” tại trang chủ, sau đó nhận được một quả Trứng Rồng và bắt đầu hành trình thú vị. Với các điều"
Các điểm chấp nhận thanh toán của VNPT Money là gì?,"VNPT Money hỗ trợ thanh toán tại hơn 160.000 điểm chấp nhận thanh toán VNPay QR và VNPT Money QR trên toàn quốc, với rất nhiều ngành hàng như: Thời trang, ẩm thực, siêu thị, tạp hóa, mỹ phẩm, làm đẹp, điện tử, điện máy, giáo dục, thể thao, giải trí và du lịch, vận tải...","Các điểm chấp nhận thanh toán của VNPT Money bao gồm hơn 160.000 điểm chấp nhận thanh toán VNPay QR và VNPT Money QR trên toàn quốc, cung cấp thanh toán dễ dàng cho nhiều ngành hàng như Thời trang, Ẩm thực, Siêu thị, Tạp hóa, Mỹ phẩm, Làm đẹp, Điện tử, Điện máy, Giáo dục, Thể thao, Giải trí và Du lịch, Vận tải."
Một người có thể đăng ký được bao nhiêu Tài khoản Mobile Money trên hệ thống VNPT Money?,Mỗi khách hàng chỉ được mở 01 tài khoản Mobile Money tại mỗi doanh nghiệp viễn thông.,"Một người chỉ có thể đăng ký được duy nhất một tài khoản Mobile Money trên hệ thống VNPT Money dựa trên ngữ cảnh đã nêu trên. Điều này nhằm đảm bảo tính bảo mật tài chính cá nhân cho người sử dụng và tuân thủ các quy định pháp luật về quản lý tài khoản viễn thông. Nếu khách hàng mong muốn sử dụng dịch vụ Mobile Money trên nhiều hệ thống khác nhau, họ sẽ phải mở tài khoản riêng lẻ trên mỗi hệ thống tương ứng. Trong trường hợp gặp vấn đề hoặc cần hỗ trợ thêm về Tài khoản Mobile Money của VNPT Money hoặc dịch vụ tương tự trên các hệ thống khác nhau, khách hàng nên liên hệ trực tiếp với nhà cung cấp hoặc dịch vụ khách hàng liên quan để được tư vấn cụ thể."
Tôi cần có đủ điều kiện gì để được đăng ký làm Tài khoản Mobile Money?,"Để đăng ký làm Tài khoản Mobile Money, bạn chỉ cần có các điều kiện sau: Điều kiện 1: Sim điện thoại dùng để đăng ký cần đáp ứng: 1. Thuê bao VinaPhone có thời gian kích hoạt và sử dụng liên tục trong ít nhất 3 tháng liền kề tính đến thời điểm đăng ký mở và sử dụng dịch vụ Mobile Money; 2. Thuê bao MNP (đã chuyển từ mạng khác sang mạng Vinaphone). Điều kiện 2: Tài khoản VNPT Money của bạn được định danh bằng số giấy tờ trùng khớp với TTTB Sim.","Để đăng ký làm Tài khoản Mobile Money, bạn cần đáp ứng các điều kiện sau đây: 1) Sim điện thoại dùng để đăng ký phải là thuê bao VinaPhone với thời gian kích hoạt và sử dụng liên tục trong ít nhất 3 tháng liền kề tính đến thời điểm đăng ký mở và sử dụng dịch vụ Mobile Money; 2) Sim phải được thuê bao chuyển từ mạng khác sang mạng VinaPhone (MNP). Ngoài ra, tài khoản VNPT Money phải được định danh bằng số giấy tờ trùng khớp với Thông tin thuê bao (TTTB) Sim đã đăng ký."
Tôi có thể theo dõi số dư Tài khoản Mobile Money của mình ở đâu?,"Bạn có thể theo dõi số dư Tài khoản Mobile Money bằng các cách sau Cách 1: Click vào biểu tượng ""mắt"" ở màn hình trang chủ, phần số dư. Cách 2: Click vào icon Cá nhân ở góc phải, bên dưới màn hình.","Để theo dõi số dư Tài khoản Mobile Money, người dùng có hai lựa chọn sẵn có. Lựa chọn đầu tiên liên quan đến việc nhấp vào biểu tượng ""mắt"" ở màn hình trang chủ, cụ thể trong phần số dư tài khoản. Cách thứ hai bao gồm việc nhấp vào biểu tượng Cá nhân ở góc phải bên dưới màn hình. Cả hai phương pháp này đều cho phép người dùng truy cập nhanh chóng và dễ dàng vào số dư Mobile Money hiện tại của họ, cung cấp sự minh bạch cao hơn về tài khoản tài chính của họ."
Tôi có thể nạp tiền vào Tài khoản Mobile Money bằng cách nào?,Bạn có thể nạp tiền vào tài khoản Mobile Money theo 3 cách: Cách 1: Nạp tiền từ nguồn tiền Tài khoản Ngân hàng qua thẻ thanh toán nội địa của 34 Ngân hàng nội địa. Cách 2: Nạp tiền từ nguồn tiền Ví điện tử VNPT Money. Cách 3: Nạp tiền tại điểm giao dịch. (Chi tiết hướng dẫn nạp tiền vui lòng xem Sổ tay Hướng dẫn sử dụng tài khoản Mobile Money),"Để nạp tiền vào tài khoản Mobile Money, bạn có ba phương thức sẵn có để lựa chọn: nạp tiền từ nguồn tiền tài khoản ngân hàng thông qua thẻ thanh toán nội địa của Ngân hàng; nạp tiền từ nguồn tiền ví điện tử VNPT Money; hoặc nạp tiền tại điểm giao dịch. Thông tin chi tiết về các phương thức này được cung cấp trong Sổ tay Hướng dẫn sử dụng tài khoản Mobile Money. Nếu gặp khó khăn khi tìm hiểu hoặc cần thêm sự hỗ trợ nào khác, vui lòng liên hệ nhóm hỗ trợ khách hàng để được hướng dẫn thêm."
Tôi có thể rút tiền từ Tài khoản Mobile Money bằng cách nào?,Bạn có thể rút tiền từ tài khoản Mobile Money theo 2 cách: Cách 1: Rút tiền về ví VNPT Money. Cách 2: Đến các điểm giao dịch của VinaPhone để được hỗ trợ. Cách 3: Rút tiền về Tài khoản Ngân hàng với 34 Ngân hàng nội địa. (Chi tiết hướng dẫn rút tiền vui lòng xem Sổ tay Hướng dẫn sử dụng tài khoản Mobile Money),"Tài khoản Mobile Money có thể được rút theo ba phương thức khác nhau dựa trên hướng dẫn được cung cấp trong Sổ tay Hướng dẫn sử dụng tài khoản Mobile Money. Những phương thức này bao gồm rút tiền về ví VNPT Money (Cách 1), đến các điểm giao dịch VinaPhone để được hỗ trợ (Cách 2), hoặc rút tiền về Tài khoản Ngân hàng (Cách 3) với sự hỗ trợ từ 34 Ngân hàng nội địa."
Tôi có thể chuyển tiền bằng Tài khoản Mobile Money như thế nào?,Bạn có thể thực hiện chuyển tiền từ tài khoản Mobile Money theo 3 hình thức: Cách 1: Chuyển tiền giữa các Tài khoản Mobile Money. Cách 2: Chuyển tiền từ Tài khoản Mobile Money sang tài khoản ví VNPT Money. Cách 3: Chuyển tiền từ Tài khoản Mobile Money sang tài khoản ngân hàng (qua hình thức thẻ hoặc số tài khoản). (Chi tiết hướng dẫn chuyển tiền vui lòng xem Sổ tay Hướng dẫn sử dụng tài khoản Mobile Money),"Để chuyển tiền bằng tài khoản Mobile Money, bạn có ba lựa chọn được cung cấp bởi hệ thống: 
  
1. Chuyển tiền giữa các tài khoản Mobile Money - Trong trường hợp này, chuyển tiền được thực hiện trực tiếp từ tài khoản Mobile Money này sang tài khoản khác mà không cần qua tài khoản ngân hàng hay ví điện tử nào khác. Điều này rất thuận tiện cho người dùng vì nó cho phép họ chuyển tiền nhanh chóng và dễ dàng mà không cần phải sử dụng nền tảng bên thứ ba hoặc hệ thống thanh toán bổ sung nào khác.
2. Chuyển tiền từ tài khoản Mobile Money sang ví điện tử VNPT Money - Phương án này cho phép người dùng chuyển tiền từ tài khoản Mobile Money hiện tại sang ví điện tử VNPT Money (một ví điện tử phổ biến tại Việt Nam). Điều này cho phép họ tận dụng thêm các tính năng và chức năng do ví điện tử cung cấp như thanh toán hóa đơn và thanh toán mua sắm trực tuyến mà không cần phải duy trì cả hai tài khoản riêng lẻ.
3. Chuyển tiền từ tài khoản Mobile Money sang tài khoản ngân hàng (qua hình thức thẻ hoặc số tài khoản) - Trong lựa chọn này, người"
Tôi có thể thanh toán được những dịch vụ gì bằng Tài khoản Mobile Money?,"Hiện tại, bạn có thể dùng tiền trong Tài khoản Mobile Money để thanh toán: Tất cả các dịch vụ hiện có trên ứng dụng VNPT Money như: cước viễn thông, mua thẻ cào, đóng tiền điện/nước/internet... Thanh toán cho người bán hàng, nhà cung cấp dịch vụ... thông qua hình thức chuyển tiền giữa 2 Tài khoản Mobile Money và quét mã QR tại các điểm chấp nhận thanh toán QR do VNPT Money/VNPay/Payoo phát triển.","Tài khoản Mobile Money cho phép thanh toán cho nhiều dịch vụ khác nhau, bao gồm các dịch vụ hiện có trên ứng dụng VNPT Money như cước viễn thông, mua thẻ cào, đóng tiền điện/nước/internet cũng như thanh toán cho người bán hàng và nhà cung cấp dịch vụ thông qua hình thức chuyển tiền giữa 2 Tài khoản Mobile Money hoặc quét mã QR tại các điểm chấp nhận thanh toán QR do VNPT Money/VNPay/Payoo phát triển. Điều này cung cấp cho người dùng sự tiện lợi và linh hoạt trong việc thanh toán cho nhiều loại hình dịch vụ khác nhau bằng thiết bị di động của họ."
Tôi có thể thanh toán dịch vụ bằng Tài khoản Mobile Money như thế nào?,"Để thanh toán bằng Mobile Money, bạn cần thực hiện các thao tác sau: Thanh toán các dịch vụ trên ứng dụng VNPT Money: để thanh toán bằng Tài khoản Mobile Money bạn chỉ cần chọn nguồn tiền thanh toán là Tài khoản Mobile Money. Thanh toán cho người bán hàng, nhà cung cấp dịch vụ: chọn hình thức chuyển tiền giữa 2 Tài khoản Mobile Money. Quét mã QR tại các điểm chấp nhận thanh toán QR do VNPT Money/VNPay/Payoo phát triển, chọn nguồn tiền thanh toán là Tài khoản Mobile Money.","Để thanh toán dịch vụ bằng Tài khoản Mobile Money, hãy làm theo các bước sau đây. Đầu tiên, chọn nguồn tiền thanh toán làm Tài khoản Mobile Money từ các tùy chọn sẵn có trên ứng dụng VNPT Money hoặc nền tảng thanh toán hỗ trợ thanh toán bằng Mobile Money. Tiếp theo, nhập thông tin thanh toán cần thiết như số tiền thanh toán, chi tiết người nhận hoặc mã QR. Xác minh thông tin trước khi hoàn tất giao dịch thanh toán bằng cách kiểm tra lại để đảm bảo độ chính xác và tuân thủ các hướng dẫn thanh toán liên quan đến dịch vụ đã chọn. Cuối cùng, hoàn tất giao dịch thanh toán bằng cách cung cấp xác nhận và ủy quyền cần thiết để hoàn thành quá trình thanh toán."
"Nếu có vấn đề muốn khiếu nại hay thắc mắc, tôi có thể liên hệ ai?","Nếu bạn có bất cứ vấn đề hay thắc mắc gì cần giải đáp, vui lòng liên hệ: Tổng đài CSKH VNPT Money: 1800 1091 (nhánh 3). Nhóm ""Diễn đàn VNPT Money"" hoặc “Cộng đồng người dùng VNPT Money” trên Facebook.","Để giải quyết các vấn đề cần khiếu nại hoặc thắc mắc liên quan đến VNPT Money, các kênh liên lạc được khuyến nghị bao gồm Tổng đài Chăm sóc Khách hàng VNPT Money qua số điện thoại 1800 1091 (nhánh 3), tham gia nhóm ""Diễn đàn VNPT Money"" hoặc ""Cộng đồng người dùng VNPT Money"" trên nền tảng Facebook. Những kênh này cung cấp hỗ trợ kịp thời để giải quyết mọi mối quan tâm mà người dùng có thể gặp phải trong quá trình sử dụng VNPT Money. Nếu cần thêm thông tin hoặc hỗ trợ bổ sung, đừng ngần ngại liên hệ với các kênh được cung cấp để được hỗ trợ tận tình."
"Nếu tôi muốn chuyển tiền qua Mobile Money cho một người chưa có tài khoản Ví điện tử VNPT Money hay Tài khoản Mobile Money, làm thế nào người để người đó nhận được tiền?",Khi muốn chuyển tiền qua Mobile Money cho một người chưa có tài khoản Ví điện tử VNPT Money hay Tài khoản Mobile Money Bạn hãy thông báo người nhận đăng ký tài khoản Ví điện tử VNPT Money hoặc tài khoản Mobile Money để nhận được tiền.,"Để chuyển tiền qua Mobile Money cho người chưa có tài khoản Ví điện tử VNPT Money hoặc Tài khoản Mobile Money, hãy hướng dẫn người nhận đăng ký tài khoản Ví điện tử VNPT Money hoặc Tài khoản Mobile Money để nhận tiền. Quá trình đăng ký sẽ khác nhau tùy thuộc vào quy trình cụ thể do các nhà cung cấp dịch vụ tài chính điện tử thiết lập nhưng nhìn chung sẽ liên quan đến việc cung cấp thông tin cá nhân cơ bản như tên đầy đủ, địa chỉ email, số điện thoại di động hợp lệ và hình thức nhận dạng hợp lệ như Chứng minh nhân dân hoặc căn cước công dân hoặc hộ chiếu. Sau khi đăng ký thành công, người nhận sẽ nhận được thông tin đăng nhập duy nhất để truy cập tài khoản mới tạo, cho phép họ nhận tiền chuyển qua Mobile Money. Nếu cần hỗ trợ trong quá trình đăng ký hoặc nếu người nhận gặp khó khăn trong việc truy cập tài khoản đã đăng ký, họ có thể liên hệ với nhà cung cấp dịch vụ tài chính điện tử để được hỗ trợ thêm."
Tôi được nhờ nạp/rút tiền Tài khoản Mobile Money của người khác thì có thực hiện được không?,"Rất tiếc, bạn không thể nhờ nạp/rút tiền Tài khoản Mobile Money của người khác. Để thực hiện nạp tiền vào Tài khoản Mobile Money, cần bản thân chính chủ tài khoản thực hiện nạp tiền.","Dựa trên ngữ cảnh được cung cấp, việc nhờ nạp/rút tiền Tài khoản Mobile Money cho người khác sẽ không được phép. Để thực hiện nạp tiền vào Tài khoản Mobile Money, cần bản thân chính chủ tài khoản phải tự thực hiện thao tác nạp tiền. Do đó, nếu bạn được nhờ nạp/rút tiền Tài khoản Mobile Money cho người khác thì không thể thực hiện được việc này."
"Tôi có tài khoản Mobile Money nhưng SIM bị khóa, muốn lấy lại tiền trong Tài Khoản Mobile Money thì phải làm như thế nào?","Tôi có tài khoản Mobile Money nhưng SIM bị khóa, muốn lấy lại tiền trong Tài Khoản Mobile Money thì Bạn vui lòng ra Điểm giao dịch để tất toán tài khoản Mobile Money, khi đó tiền sẽ được rút ra khỏi tài khoản Mobile Money.","Để lấy lại tiền trong Tài Khoản Mobile Money khi SIM bị khóa, bạn cần thực hiện các bước sau đây để tất toán tài khoản Mobile Money tại Điểm giao dịch:

1. Cung cấp Giấy tờ tùy thân hợp lệ cho cán bộ tại Điểm giao dịch (thông thường bao gồm Chứng minh thư nhân dân hoặc Căn cước công dân).
2. Thông báo cho cán bộ tại Điểm giao dịch rằng bạn muốn tất toán Tài Khoản Mobile Money do SIM bị khóa.
3. Cán bộ tại Điểm giao dịch sẽ yêu cầu bạn cung cấp các thông tin liên quan để xác minh danh tính của bạn (ví dụ như Số điện thoại liên kết với Tài Khoản Mobile Money).
4. Khi danh tính đã được xác nhận, cán bộ tại Điểm giao dịch sẽ hoàn tất các thủ tục tất toán tài khoản Mobile Money theo quy định.
5. Sau khi hoàn tất các thủ tục tất toán tài khoản Mobile Money, cán bộ tại Điểm giao dịch sẽ thông báo cho bạn về việc rút tiền thành công từ tài khoản Mobile Money.
6. Sau khi tất toán tài khoản Mobile Money tại Điểm giao dịch thành công, số tiền trong tài khoản Mobile Money sẽ được rút ra khỏi tài khoản Mobile Money, và số tiền này sẽ được xử lý theo quy"
"Sim đổi chủ, chuyển quyền thì tài khoản Mobile Money cũ sẽ lấy lại nhu thế nào? Tôi có đăng ký tiếp dịch vụ Mobile Money được không?","Sim đổi chủ hoặc chuyển quyền thì thông tin Tài khoản Mobile Money đã đăng ký sẽ không khớp với TTTB Sim nữa, hệ thống sẽ báo dừng hoạt động tài khoản Mobile Money. Để đăng ký lại bạn vui lòng ra điểm giao dịch, huỷ tài khoản Mobile Money đã bị dừng hoạt động và đăng ký tài khoản mới.","Nếu Sim đổi chủ hoặc chuyển quyền dẫn đến thông tin Tài khoản Mobile Money đã đăng ký không khớp với TTTB Sim, hệ thống sẽ báo dừng hoạt động tài khoản Mobile Money. Để tiếp tục sử dụng dịch vụ Mobile Money, người dùng cần phải đến điểm giao dịch để huỷ tài khoản Mobile Money bị dừng hoạt động và đăng ký tài khoản mới theo quy trình ban đầu. Quy trình đăng ký mới sẽ đảm bảo sự khớp nối đúng đắn giữa tài khoản Mobile Money mới với TTTB Sim mới."
